PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
438,yes,2,female,17,2,3,29106,18.75,NA,S
439,no,1,male,27,1,4,19950,263,NA,S
440,no,2,male,22,0,0,C.A. 18723,10.5,NA,S
441,yes,2,female,22,1,1,F.C.C. 13529,26.25,NA,S
442,no,3,male,62,0,0,345769,9.5,NA,S
443,no,3,male,48,1,0,347076,7.775,NA,S
444,yes,2,female,39,0,0,230434,13,NA,S
445,yes,3,male,36,0,0,65306,8.1125,NA,S
446,yes,1,male,40,0,2,33638,81.8583,NA,S
447,yes,2,female,28,0,1,250644,19.5,NA,S
448,yes,1,male,24,0,0,113794,26.55,NA,C
449,yes,3,female,19,2,1,2666,19.2583,NA,S
450,yes,1,male,29,0,0,113786,30.5,NA,S
451,no,2,male,32,1,2,C.A. 34651,27.75,NA,S
452,no,3,male,62,1,0,65303,19.9667,NA,C
453,no,1,male,53,0,0,113051,27.75,NA,C
454,yes,1,male,36,1,0,17453,89.1042,NA,S
455,no,3,male,16,0,0,A/5 2817,8.05,NA,C
456,yes,3,male,19,0,0,349240,7.8958,NA,S
457,no,1,male,34,0,0,13509,26.55,NA,S
458,yes,1,female,39,1,0,17464,51.8625,NA,S
459,yes,2,female,32,0,0,F.C.C. 13531,10.5,NA,Q
460,no,3,male,25,0,0,371060,7.75,NA,S
461,yes,1,male,39,0,0,19952,26.55,NA,S
462,no,3,male,54,0,0,364506,8.05,NA,S
463,no,1,male,36,0,0,111320,38.5,NA,S
464,no,2,male,18,0,0,234360,13,NA,S
465,no,3,male,47,0,0,A/S 2816,8.05,NA,S
466,no,3,male,60,0,0,SOTON/O.Q. 3101306,7.05,NA,S
467,no,2,male,22,0,0,239853,0,NA,S
468,no,1,male,35,0,0,113792,26.55,NA,Q
469,no,3,male,52,0,0,36209,7.725,NA,C
470,yes,3,female,47,2,1,2666,19.2583,NA,S
471,no,3,male,37,0,0,323592,7.25,NA,S
472,no,3,male,36,0,0,315089,8.6625,NA,S
473,yes,2,female,49,1,2,C.A. 34651,27.75,NA,C
474,yes,2,female,49,0,0,SC/AH Basle 541,13.7917,NA,S
475,no,3,female,24,0,0,7553,9.8375,NA,S
476,no,1,male,44,0,0,110465,52,NA,S
477,no,2,male,35,1,0,31027,21,NA,S
478,no,3,male,36,1,0,3460,7.0458,NA,S
479,no,3,male,30,0,0,350060,7.5208,NA,S
480,yes,3,female,27,0,1,3101298,12.2875,NA,S
481,no,3,male,22,5,2,CA 2144,46.9,NA,S
482,no,2,male,40,0,0,239854,0,NA,S
483,no,3,male,39,0,0,A/5 3594,8.05,NA,S
484,yes,3,female,35,0,0,4134,9.5875,NA,C
485,yes,1,male,24,1,0,11967,91.0792,NA,S
486,no,3,female,34,3,1,4133,25.4667,NA,S
487,yes,1,female,26,1,0,19943,90,NA,C
488,no,1,male,4,0,0,11771,29.7,NA,S
489,no,3,male,26,0,0,A.5. 18509,8.05,NA,S
490,yes,3,male,27,1,1,C.A. 37671,15.9,NA,S
491,no,3,male,42,1,0,65304,19.9667,NA,S
492,no,3,male,20,0,0,SOTON/OQ 3101317,7.25,NA,S
493,no,1,male,21,0,0,113787,30.5,NA,C
494,no,1,male,21,0,0,PC 17609,49.5042,NA,S
495,no,3,male,61,0,0,A/4 45380,8.05,NA,C
496,no,3,male,57,0,0,2627,14.4583,NA,C
497,yes,1,female,21,1,0,36947,78.2667,NA,S
498,no,3,male,26,0,0,C.A. 6212,15.1,NA,S
499,no,1,female,80,1,2,113781,151.55,NA,S
500,no,3,male,51,0,0,350035,7.7958,NA,S
501,no,3,male,32,0,0,315086,8.6625,NA,Q
502,no,3,female,9,0,0,364846,7.75,NA,Q
503,no,3,female,28,0,0,330909,7.6292,NA,S
504,no,3,female,32,0,0,4135,9.5875,NA,S
505,yes,1,female,31,0,0,110152,86.5,NA,C
506,no,1,male,41,1,0,PC 17758,108.9,NA,S
507,yes,2,female,20,0,2,26360,26,NA,S
508,yes,1,male,24,0,0,111427,26.55,NA,S
509,no,3,male,2,0,0,C 4001,22.525,NA,S
510,yes,3,male,0.75,0,0,1601,56.4958,NA,Q
511,yes,3,male,48,0,0,382651,7.75,NA,S
512,no,3,male,19,0,0,SOTON/OQ 3101316,8.05,NA,S
513,yes,1,male,56,0,0,PC 17473,26.2875,NA,C
514,yes,1,female,23,1,0,PC 17603,59.4,NA,S
515,no,3,male,18,0,0,349209,7.4958,NA,S
516,no,1,male,21,0,0,36967,34.0208,NA,S
517,yes,2,female,18,0,0,C.A. 34260,10.5,NA,Q
518,no,3,male,24,0,0,371110,24.15,NA,S
519,yes,2,female,32,1,0,226875,26,NA,S
520,no,3,male,23,0,0,349242,7.8958,NA,S
521,yes,1,female,58,0,0,12749,93.5,NA,S
522,no,3,male,50,0,0,349252,7.8958,NA,C
523,no,3,male,40,0,0,2624,7.225,NA,C
524,yes,1,female,47,0,1,111361,57.9792,NA,C
525,no,3,male,36,0,0,2700,7.2292,NA,Q
526,no,3,male,20,0,0,367232,7.75,NA,S
527,yes,2,female,32,0,0,W./C. 14258,10.5,NA,S
528,no,1,male,25,0,0,PC 17483,221.7792,NA,S
529,no,3,male,43,0,0,3101296,7.925,NA,S
530,no,2,male,40,2,1,29104,11.5,NA,S
531,yes,2,female,31,1,1,26360,26,NA,C
532,no,3,male,70,0,0,2641,7.2292,NA,C
533,no,3,male,31,1,1,2690,7.2292,NA,C
534,yes,3,female,18,0,2,2668,22.3583,NA,S
535,no,3,female,24.5,0,0,315084,8.6625,NA,S
536,yes,2,female,18,0,2,F.C.C. 13529,26.25,NA,S
537,no,1,male,43,0,0,113050,26.55,NA,C
538,yes,1,female,36,0,0,PC 17761,106.425,NA,S
539,no,3,male,27,0,0,364498,14.5,NA,C
540,yes,1,female,20,0,2,13568,49.5,NA,S
541,yes,1,female,14,0,2,WE/P 5735,71,NA,S
542,no,3,female,60,4,2,347082,31.275,NA,S
543,no,3,female,25,4,2,347082,31.275,NA,S
544,yes,2,male,14,1,0,2908,26,NA,C
545,no,1,male,19,1,0,PC 17761,106.425,NA,S
546,no,1,male,18,0,0,693,26,NA,S
547,yes,2,female,15,1,0,2908,26,NA,C
548,yes,2,male,31,0,0,SC/PARIS 2146,13.8625,NA,S
549,no,3,male,4,1,1,363291,20.525,NA,S
550,yes,2,male,25,1,1,C.A. 33112,36.75,NA,C
551,yes,1,male,60,0,2,17421,110.8833,NA,S
552,no,2,male,52,0,0,244358,26,NA,Q
553,no,3,male,44,0,0,330979,7.8292,NA,C
554,yes,3,male,49,0,0,2620,7.225,NA,S
555,yes,3,female,42,0,0,347085,7.775,NA,S
556,no,1,male,18,0,0,113807,26.55,NA,C
557,yes,1,female,35,1,0,11755,39.6,NA,C
558,no,1,male,18,0,0,PC 17757,227.525,NA,S
559,yes,1,female,25,1,1,110413,79.65,NA,S
560,yes,3,female,26,1,0,345572,17.4,NA,Q
561,no,3,male,39,0,0,372622,7.75,NA,S
562,no,3,male,45,0,0,349251,7.8958,NA,S
563,no,2,male,42,0,0,218629,13.5,NA,S
564,no,3,male,22,0,0,SOTON/OQ 392082,8.05,NA,S
565,no,3,female,24,0,0,SOTON/O.Q. 392087,8.05,NA,S
566,no,3,male,48,2,0,A/4 48871,24.15,NA,S
567,no,3,male,29,0,0,349205,7.8958,NA,S
568,no,3,female,52,0,4,349909,21.075,NA,C
569,no,3,male,19,0,0,2686,7.2292,NA,S
570,yes,3,male,38,0,0,350417,7.8542,NA,S
571,yes,2,male,27,0,0,S.W./PP 752,10.5,NA,S
572,yes,1,female,33,2,0,11769,51.4792,NA,S
573,yes,1,male,6,0,0,PC 17474,26.3875,NA,Q
574,yes,3,female,17,0,0,14312,7.75,NA,S
575,no,3,male,34,0,0,A/4. 20589,8.05,NA,S
576,no,3,male,50,0,0,358585,14.5,NA,S
577,yes,2,female,27,0,0,243880,13,NA,S
578,yes,1,female,20,1,0,13507,55.9,NA,C
579,no,3,female,30,1,0,2689,14.4583,NA,S
580,yes,3,male,25,0,0,STON/O 2. 3101286,7.925,NA,S
581,yes,2,female,25,1,1,237789,30,NA,C
582,yes,1,female,29,1,1,17421,110.8833,NA,S
583,no,2,male,11,0,0,28403,26,NA,C
584,no,1,male,23,0,0,13049,40.125,NA,C
585,no,3,male,23,0,0,3411,8.7125,NA,S
586,yes,1,female,28.5,0,2,110413,79.65,NA,S
587,no,2,male,48,0,0,237565,15,NA,C
588,yes,1,male,35,1,1,13567,79.2,NA,S
589,no,3,male,36,0,0,14973,8.05,NA,S
590,no,3,male,21,0,0,A./5. 3235,8.05,NA,S
591,no,3,male,24,0,0,STON/O 2. 3101273,7.125,NA,C
592,yes,1,female,31,1,0,36947,78.2667,NA,S
593,no,3,male,70,0,0,A/5 3902,7.25,NA,Q
594,no,3,female,16,0,2,364848,7.75,NA,S
595,no,2,male,30,1,0,SC/AH 29037,26,NA,S
596,no,3,male,19,1,1,345773,24.15,NA,S
597,yes,2,female,31,0,0,248727,33,NA,S
598,no,3,male,4,0,0,LINE,0,NA,C
599,no,3,male,6,0,0,2664,7.225,NA,C
600,yes,1,male,33,1,0,PC 17485,56.9292,NA,S
601,yes,2,female,23,2,1,243847,27,NA,S
602,no,3,male,48,0,0,349214,7.8958,NA,S
603,no,1,male,0.67,0,0,113796,42.4,NA,S
604,no,3,male,28,0,0,364511,8.05,NA,C
605,yes,1,male,18,0,0,111426,26.55,NA,S
606,no,3,male,34,1,0,349910,15.55,NA,S
607,no,3,male,33,0,0,349246,7.8958,NA,S
608,yes,1,male,41,0,0,113804,30.5,NA,C
609,yes,2,female,20,1,2,SC/Paris 2123,41.5792,NA,S
610,yes,1,female,36,0,0,PC 17582,153.4625,NA,S
611,no,3,female,16,1,5,347082,31.275,NA,S
612,no,3,male,51,0,0,SOTON/O.Q. 3101305,7.05,NA,Q
613,yes,3,female,30.5,1,0,367230,15.5,NA,Q
614,no,3,male,32,0,0,370377,7.75,NA,S
615,no,3,male,24,0,0,364512,8.05,NA,S
616,yes,2,female,48,1,2,220845,65,NA,S
617,no,3,male,57,1,1,347080,14.4,NA,S
618,no,3,female,54,1,0,A/5. 3336,16.1,NA,S
619,yes,2,female,18,2,1,230136,39,NA,S
620,no,2,male,5,0,0,31028,10.5,NA,C
621,no,3,male,43,1,0,2659,14.4542,NA,S
622,yes,1,male,13,1,0,11753,52.5542,NA,C
623,yes,3,male,17,1,1,2653,15.7417,NA,S
624,no,3,male,29,0,0,350029,7.8542,NA,S
625,no,3,male,25,0,0,54636,16.1,NA,S
626,no,1,male,25,0,0,36963,32.3208,NA,Q
627,no,2,male,18,0,0,219533,12.35,NA,S
628,yes,1,female,8,0,0,13502,77.9583,NA,S
629,no,3,male,1,0,0,349224,7.8958,NA,Q
630,no,3,male,46,0,0,334912,7.7333,NA,S
631,yes,1,male,16,0,0,27042,30,NA,S
632,no,3,male,25,0,0,347743,7.0542,NA,C
633,yes,1,male,39,0,0,13214,30.5,NA,S
634,no,1,male,49,0,0,112052,0,NA,S
635,no,3,female,31,3,2,347088,27.9,NA,S
636,yes,2,female,30,0,0,237668,13,NA,S
637,no,3,male,30,0,0,STON/O 2. 3101292,7.925,NA,S
638,no,2,male,34,1,1,C.A. 31921,26.25,NA,S
639,no,3,female,31,0,5,3101295,39.6875,NA,S
640,no,3,male,11,1,0,376564,16.1,NA,S
641,no,3,male,0.42,0,0,350050,7.8542,NA,C
642,yes,1,female,27,0,0,PC 17477,69.3,NA,S
643,no,3,female,31,3,2,347088,27.9,NA,S
644,yes,3,male,39,0,0,1601,56.4958,NA,C
645,yes,3,female,18,2,1,2666,19.2583,NA,C
646,yes,1,male,39,1,0,PC 17572,76.7292,NA,S
647,no,3,male,33,0,0,349231,7.8958,NA,C
648,yes,1,male,26,0,0,13213,35.5,NA,S
649,no,3,male,39,0,0,S.O./P.P. 751,7.55,NA,S
650,yes,3,female,35,0,0,CA. 2314,7.55,NA,S
651,no,3,male,6,0,0,349221,7.8958,NA,S
652,yes,2,female,30.5,0,1,231919,23,NA,S
653,no,3,male,23,0,0,8475,8.4333,NA,Q
654,yes,3,female,31,0,0,330919,7.8292,NA,Q
655,no,3,female,43,0,0,365226,6.75,NA,S
656,no,2,male,10,2,0,S.O.C. 14879,73.5,NA,S
657,no,3,male,52,0,0,349223,7.8958,NA,Q
658,no,3,female,27,1,1,364849,15.5,NA,S
659,no,2,male,38,0,0,29751,13,NA,C
660,no,1,male,27,0,2,35273,113.275,NA,S
661,yes,1,male,2,2,0,PC 17611,133.65,NA,C
662,no,3,male,1,0,0,2623,7.225,NA,S
663,no,1,male,62,0,0,5727,25.5875,NA,S
664,no,3,male,15,0,0,349210,7.4958,NA,S
665,yes,3,male,0.83,1,0,STON/O 2. 3101285,7.925,NA,S
666,no,2,male,23,2,0,S.O.C. 14879,73.5,NA,S
667,no,2,male,18,0,0,234686,13,NA,S
668,no,3,male,39,0,0,312993,7.775,NA,S
669,no,3,male,21,0,0,A/5 3536,8.05,NA,S
670,yes,1,female,32,1,0,19996,52,NA,S
671,yes,2,female,20,1,1,29750,39,NA,S
672,no,1,male,16,1,0,F.C. 12750,52,NA,S
673,no,2,male,30,0,0,C.A. 24580,10.5,NA,S
674,yes,2,male,34.5,0,0,244270,13,NA,S
675,no,2,male,17,0,0,239856,0,NA,S
676,no,3,male,42,0,0,349912,7.775,NA,S
677,no,3,male,35,0,0,342826,8.05,NA,S
678,yes,3,female,28,0,0,4138,9.8417,NA,S
679,no,3,female,4,1,6,CA 2144,46.9,NA,C
680,yes,1,male,74,0,1,PC 17755,512.3292,NA,Q
681,no,3,female,9,0,0,330935,8.1375,NA,C
682,yes,1,male,16,0,0,PC 17572,76.7292,NA,S
683,no,3,male,44,0,0,6563,9.225,NA,S
684,no,3,male,18,5,2,CA 2144,46.9,NA,S
685,no,2,male,45,1,1,29750,39,NA,C
686,no,2,male,51,1,2,SC/Paris 2123,41.5792,NA,S
687,no,3,male,24,4,1,3101295,39.6875,NA,S
688,no,3,male,41,0,0,349228,10.1708,NA,S
689,no,3,male,21,0,0,350036,7.7958,NA,S
690,yes,1,female,48,0,1,24160,211.3375,NA,S
691,yes,1,male,24,1,0,17474,57,NA,C
692,yes,3,female,42,0,1,349256,13.4167,NA,S
693,yes,3,male,27,0,0,1601,56.4958,NA,C
694,no,3,male,31,0,0,2672,7.225,NA,S
695,no,1,male,4,0,0,113800,26.55,NA,S
696,no,2,male,26,0,0,248731,13.5,NA,S
697,no,3,male,47,0,0,363592,8.05,NA,Q
698,yes,3,female,33,0,0,35852,7.7333,NA,C
699,no,1,male,47,1,1,17421,110.8833,NA,S
700,no,3,male,28,0,0,348121,7.65,NA,C
701,yes,1,female,15,1,0,PC 17757,227.525,NA,S
702,yes,1,male,20,0,0,PC 17475,26.2875,NA,C
703,no,3,female,19,0,1,2691,14.4542,NA,Q
704,no,3,male,56,0,0,36864,7.7417,NA,S
705,no,3,male,25,1,0,350025,7.8542,NA,S
706,no,2,male,33,0,0,250655,26,NA,S
707,yes,2,female,22,0,0,223596,13.5,NA,S
708,yes,1,male,28,0,0,PC 17476,26.2875,NA,S
709,yes,1,female,25,0,0,113781,151.55,NA,C
710,yes,3,male,39,1,1,2661,15.2458,NA,C
711,yes,1,female,27,0,0,PC 17482,49.5042,NA,S
712,no,1,male,19,0,0,113028,26.55,NA,S
713,yes,1,male,26,1,0,19996,52,NA,S
714,no,3,male,32,0,0,7545,9.4833,NA,S
715,no,2,male,0,0,0,250647,13,NA,S
716,no,3,male,0,0,0,348124,7.65,NA,C
717,yes,1,female,0,0,0,PC 17757,227.525,NA,S
718,yes,2,female,0,0,0,34218,10.5,NA,Q
719,no,3,male,0,0,0,36568,15.5,NA,S
720,no,3,male,0,0,0,347062,7.775,NA,S
721,yes,2,female,0,0,1,248727,33,NA,S
722,no,3,male,0,1,0,350048,7.0542,NA,S
723,no,2,male,0,0,0,12233,13,NA,S
724,no,2,male,0,0,0,250643,13,NA,S
725,yes,1,male,0,1,0,113806,53.1,NA,S
726,no,3,male,0,0,0,315094,8.6625,NA,S
727,yes,2,female,0,3,0,31027,21,NA,Q
728,yes,3,female,0,0,0,36866,7.7375,NA,S
729,no,2,male,0,1,0,236853,26,NA,S
730,no,3,female,0,1,0,STON/O2. 3101271,7.925,NA,S
731,yes,1,female,0,0,0,24160,211.3375,NA,C
732,no,3,male,0,0,0,2699,18.7875,NA,S
733,no,2,male,0,0,0,239855,0,NA,S
734,no,2,male,0,0,0,28425,13,NA,S
735,no,2,male,0,0,0,233639,13,NA,S
736,no,3,male,0,0,0,54636,16.1,NA,S
737,no,3,female,0,1,3,W./C. 6608,34.375,NA,C
738,yes,1,male,0,0,0,PC 17755,512.3292,NA,S
739,no,3,male,0,0,0,349201,7.8958,NA,S
740,no,3,male,0,0,0,349218,7.8958,NA,S
741,yes,1,male,0,0,0,16988,30,NA,S
742,no,1,male,0,1,0,19877,78.85,NA,C
743,yes,1,female,0,2,2,PC 17608,262.375,NA,S
744,no,3,male,0,1,0,376566,16.1,NA,S
745,yes,3,male,0,0,0,STON/O 2. 3101288,7.925,NA,S
746,no,1,male,0,1,1,WE/P 5735,71,NA,S
747,no,3,male,0,1,1,C.A. 2673,20.25,NA,S
748,yes,2,female,0,0,0,250648,13,NA,S
749,no,1,male,0,1,0,113773,53.1,NA,Q
750,no,3,male,0,0,0,335097,7.75,NA,S
751,yes,2,female,0,1,1,29103,23,NA,S
752,yes,3,male,0,0,1,392096,12.475,NA,S
753,no,3,male,0,0,0,345780,9.5,NA,S
754,no,3,male,0,0,0,349204,7.8958,NA,S
755,yes,2,female,0,1,2,220845,65,NA,S
756,yes,2,male,0,1,1,250649,14.5,NA,S
757,no,3,male,0,0,0,350042,7.7958,NA,S
758,no,2,male,0,0,0,29108,11.5,NA,S
759,no,3,male,0,0,0,363294,8.05,NA,S
760,yes,1,female,0,0,0,110152,86.5,NA,S
761,no,3,male,0,0,0,358585,14.5,NA,S
762,no,3,male,0,0,0,SOTON/O2 3101272,7.125,NA,C
763,yes,3,male,0,0,0,2663,7.2292,NA,S
764,yes,1,female,0,1,2,113760,120,NA,S
765,no,3,male,0,0,0,347074,7.775,NA,S
766,yes,1,female,0,1,0,13502,77.9583,NA,C
767,no,1,male,0,0,0,112379,39.6,NA,Q
768,no,3,female,0,0,0,364850,7.75,NA,Q
769,no,3,male,0,1,0,371110,24.15,NA,S
770,no,3,male,0,0,0,8471,8.3625,NA,S
771,no,3,male,0,0,0,345781,9.5,NA,S
772,no,3,male,0,0,0,350047,7.8542,NA,S
773,no,2,female,0,0,0,S.O./P.P. 3,10.5,NA,C
774,no,3,male,0,0,0,2674,7.225,NA,S
775,yes,2,female,0,1,3,29105,23,NA,S
776,no,3,male,0,0,0,347078,7.75,NA,Q
777,no,3,male,0,0,0,383121,7.75,NA,S
778,yes,3,female,0,0,0,364516,12.475,NA,Q
779,no,3,male,0,0,0,36865,7.7375,NA,S
780,yes,1,female,0,0,1,24160,211.3375,NA,C
781,yes,3,female,0,0,0,2687,7.2292,NA,S
782,yes,1,female,0,1,0,17474,57,NA,S
783,no,1,male,0,0,0,113501,30,NA,S
784,no,3,male,0,1,2,W./C. 6607,23.45,NA,S
785,no,3,male,0,0,0,SOTON/O.Q. 3101312,7.05,NA,S
786,no,3,male,0,0,0,374887,7.25,NA,S
787,yes,3,female,0,0,0,3101265,7.4958,NA,Q
788,no,3,male,0,4,1,382652,29.125,NA,S
789,yes,3,male,0,1,2,C.A. 2315,20.575,NA,C
790,no,1,male,0,0,0,PC 17593,79.2,NA,Q
791,no,3,male,0,0,0,12460,7.75,NA,S
792,no,2,male,0,0,0,239865,26,NA,S
793,no,3,female,0,8,2,CA. 2343,69.55,NA,C
794,no,1,male,0,0,0,PC 17600,30.6958,NA,S
795,no,3,male,0,0,0,349203,7.8958,NA,S
796,no,2,male,0,0,0,28213,13,NA,S
797,yes,1,female,0,0,0,17465,25.9292,NA,S
798,yes,3,female,0,0,0,349244,8.6833,NA,C
799,no,3,male,0,0,0,2685,7.2292,NA,S
800,no,3,female,0,1,1,345773,24.15,NA,S
801,no,2,male,0,0,0,250647,13,NA,S
802,yes,2,female,0,1,1,C.A. 31921,26.25,NA,S
803,yes,1,male,0,1,2,113760,120,NA,C
804,yes,3,male,0,0,1,2625,8.5167,NA,S
805,yes,3,male,0,0,0,347089,6.975,NA,S
806,no,3,male,0,0,0,347063,7.775,NA,S
807,no,1,male,0,0,0,112050,0,NA,S
808,no,3,female,0,0,0,347087,7.775,NA,S
809,no,2,male,0,0,0,248723,13,NA,S
810,yes,1,female,0,1,0,113806,53.1,NA,S
811,no,3,male,0,0,0,3474,7.8875,NA,S
812,no,3,male,0,0,0,A/4 48871,24.15,NA,S
813,no,2,male,0,0,0,28206,10.5,NA,S
814,no,3,female,0,4,2,347082,31.275,NA,S
815,no,3,male,0,0,0,364499,8.05,NA,S
816,no,1,male,0,0,0,112058,0,NA,S
817,no,3,female,0,0,0,STON/O2. 3101290,7.925,NA,C
818,no,2,male,0,1,1,S.C./PARIS 2079,37.0042,NA,S
819,no,3,male,0,0,0,C 7075,6.45,NA,S
820,no,3,male,0,3,2,347088,27.9,NA,S
821,yes,1,female,0,1,1,12749,93.5,NA,S
822,yes,3,male,0,0,0,315098,8.6625,NA,S
823,no,1,male,0,0,0,19972,0,NA,S
824,yes,3,female,0,0,1,392096,12.475,NA,S
825,no,3,male,0,4,1,3101295,39.6875,NA,Q
826,no,3,male,0,0,0,368323,6.95,NA,S
827,no,3,male,0,0,0,1601,56.4958,NA,C
828,yes,2,male,0,0,2,S.C./PARIS 2079,37.0042,NA,Q
829,yes,3,male,0,0,0,367228,7.75,NA,C
830,yes,1,female,0,0,0,113572,80,NA,S
831,yes,3,female,0,1,0,2659,14.4542,NA,C
832,yes,2,male,0,1,1,29106,18.75,NA,S
833,no,3,male,0,0,0,2671,7.2292,NA,S
834,no,3,male,0,0,0,347468,7.8542,NA,C
835,no,3,male,0,0,0,2223,8.3,NA,S
836,yes,1,female,0,1,1,PC 17756,83.1583,NA,S
837,no,3,male,0,0,0,315097,8.6625,NA,S
838,no,3,male,0,0,0,392092,8.05,NA,C
839,yes,3,male,0,0,0,1601,56.4958,NA,S
840,yes,1,male,0,0,0,11774,29.7,NA,S
841,no,3,male,0,0,0,SOTON/O2 3101287,7.925,NA,C
842,no,2,male,0,0,0,S.O./P.P. 3,10.5,NA,C
843,yes,1,female,0,0,0,113798,31,NA,S
844,no,3,male,0,0,0,2683,6.4375,NA,S
845,no,3,male,0,0,0,315090,8.6625,NA,S
846,no,3,male,0,0,0,C.A. 5547,7.55,NA,C
847,no,3,male,0,8,2,CA. 2343,69.55,NA,S
848,no,3,male,0,0,0,349213,7.8958,NA,C
849,no,2,male,0,0,1,248727,33,NA,S
850,yes,1,female,0,1,0,17453,89.1042,NA,S
851,no,3,male,0,4,2,347082,31.275,NA,C
852,no,3,male,0,0,0,347060,7.775,NA,S
853,no,3,female,0,1,1,2678,15.2458,NA,S
854,yes,1,female,0,0,1,PC 17592,39.4,NA,S
855,no,2,female,0,1,0,244252,26,NA,S
856,yes,3,female,0,0,1,392091,9.35,NA,S
857,yes,1,female,0,1,1,36928,164.8667,NA,C
858,yes,1,male,0,0,0,113055,26.55,NA,C
859,yes,3,female,0,0,3,2666,19.2583,NA,S
860,no,3,male,0,0,0,2629,7.2292,NA,S
861,no,3,male,0,2,0,350026,14.1083,NA,S
862,no,2,male,0,1,0,28134,11.5,NA,S
863,yes,1,female,0,0,0,17466,25.9292,NA,S
864,no,3,female,0,8,2,CA. 2343,69.55,NA,S
865,no,2,male,0,0,0,233866,13,NA,C
866,yes,2,female,0,0,0,236852,13,NA,S
867,yes,2,female,0,1,0,SC/PARIS 2149,13.8583,NA,S
868,no,1,male,0,0,0,PC 17590,50.4958,NA,S
869,no,3,male,0,0,0,345777,9.5,NA,S
870,yes,3,male,0,1,1,347742,11.1333,NA,S
871,no,3,male,0,0,0,349248,7.8958,NA,S
872,yes,1,female,0,1,1,11751,52.5542,NA,S
873,no,1,male,0,0,0,695,5,NA,C
874,no,3,male,0,0,0,345765,9,NA,C
875,yes,2,female,0,1,0,P/PP 3381,24,NA,S
876,yes,3,female,0,0,0,2667,7.225,NA,S
877,no,3,male,0,0,0,7534,9.8458,NA,S
878,no,3,male,0,0,0,349212,7.8958,NA,C
879,no,3,male,0,0,0,349217,7.8958,NA,S
880,yes,1,female,0,0,1,11767,83.1583,NA,S
881,yes,2,female,0,0,1,230433,26,NA,S
882,no,3,male,0,0,0,349257,7.8958,NA,S
883,no,3,female,0,0,0,7552,10.5167,NA,S
884,no,2,male,0,0,0,C.A./SOTON 34068,10.5,NA,Q
885,no,3,male,0,0,0,SOTON/OQ 392076,7.05,NA,S
886,no,3,female,0,0,5,382652,29.125,NA,S
887,no,2,male,0,0,0,211536,13,NA,S
888,yes,1,female,0,0,0,112053,30,NA,C
889,no,3,female,0,1,2,W./C. 6607,23.45,NA,Q
